ID,Start time,Completion time,Last modified time,Do you agree with the terms and conditions?,Year Level,Institute,Degree Program - IABF - Manila,Degree Program - IARFA,Degree Program - IAS,Degree Program - IE,Degree Program - IHSN,Degree Program - ITHM,Degree Program - FEU Makati,Are you currently a working student?,Are you currently taking Wellness and Recreation Program (WRP) this 1st Semester?,What is your WRP curriculum?,Were you able to secure a slot that is convenient for your time?,What are the reasons that your slot is inconvenient for you?,"What schedule of WRP should be opened with more slots? 

(Select at most 3.)
",There should be a walk-in session (Community Dance Fitness) in the afternoon.,The one fixed booking per week is not enough for me to comply with the minimum-hour requirement.,The WRP booking system is accessible.,Walk-in sessions are more reliable than scheduling an appointment through Power Apps.,"There are enough WRP considerations offered for students with disabilities (physical, mental, etc.)",The WRP time slot I enrolled does not reflect on the student central.,The new policies and guidelines of WRP for the Academic Year 2023-2024 consider the welfare of the students from all year levels.,"On a scale of 1 to 10, how satisfied are you with the overall procedures and new system of the Wellness and Recreation Program?","Please put any other concerns, suggestions, and recommendations you may have in relation to the new guidelines released about the Wellness and Recreation Program that is not stated in this survey."
51,8/16/23 22:51:27,8/16/23 22:54:19,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Saturday 12:00 PM - 1:30 PM;Wednesday 12:00 PM - 1:30 PM;Thursday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly disagree,3,.
52,8/16/23 22:49:16,8/16/23 22:54:25,,Yes,2nd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),Yes,,Wednesday 10:30 AM - 12:00 PM;Thursday 3:00 PM - 4:30 PM;Tuesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,3,I am currently enrolled in WRP but when I accessed the course card in powerapps it said that I am not currently enrolled in. I hope you will address my concern. Thank you! 
53,8/16/23 22:48:45,8/16/23 22:54:25,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Saturday 4:30 PM - 6:00 PM;Friday 6:00 PM - 7:30 PM;Thursday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,"The old booking system (3x a week) should be reconsidered, for it is more convenient for us, students. Also, there should be a “cancel booking” option in power apps, so that students will be able to avoid having more than 3 absences. At the same time, CDF afternoon sessions should be taken into consideration for those students who will come from different cities and cannot make it to CDF morning sessions. "
54,8/16/23 22:50:49,8/16/23 22:54:26,,Yes,3rd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Hotel and Restaurant Management (Hotel Operations Track),,No,Yes,2021 curriculum (WRP02XX),Yes,,Wednesday 10:30 AM - 12:00 PM;Thursday 10:30 AM - 12:00 PM;Friday 10:30 AM - 12:00 PM;,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,5,N/A
55,8/16/23 22:51:48,8/16/23 22:54:27,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Science in Biology (Medical Biology Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Limited Slots of Other Schedules;Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;,Monday 7:30 AM - 9:00 AM ;Monday 9:00 AM - 10:30 AM;Monday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,1,I think they need to bring back the power apps and put some efforts in that app for the convenient for all of the students here this university
56,8/16/23 22:48:21,8/16/23 22:54:27,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Wednesday 7:30 AM - 9:00 AM;Saturday 7:30 AM - 9:00 AM;Tuesday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,1,I think WRP Department should bring back the previous booking schedule and allow at most 2 scheduled WRP activities per week since the CDF is very limited and it is not always possible for all students to take early morning activities. Students from third to fifth year must also have more consideration since their course loads weigh a lot more because they are taking professional courses.
57,8/16/23 22:51:14,8/16/23 22:54:38,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,Employed (Part-time),Yes,2018 curriculum (WRP01XX),Yes,,Wednesday 1:30 PM - 3:00 PM;Wednesday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,1,Please put more slots and more days to comply for our WRP hours
58,8/16/23 22:51:34,8/16/23 22:54:41,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Limited Slots of Other Schedules;Conflicting Schedule;,Friday 9:00 AM - 10:30 AM;Friday 10:30 AM - 12:00 PM;Friday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,3,more slot
59,8/16/23 22:51:50,8/16/23 22:54:42,,Yes,4th Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,Employed (Part-time),Yes,2018 curriculum (WRP01XX),Yes,,Wednesday 4:30 PM - 6:00 PM;Wednesday 6:00 PM - 7:30 PM;,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Disagree,1,There are thousands reasons why the wellness and recreation program are not advisable to the 3rd to 5th yr students. 
60,8/16/23 22:53:16,8/16/23 22:54:44,,Yes,2nd Year,FEU Makati,,,,,,,Bachelor of Science in Accountancy,Employed (Part-time),Yes,2021 curriculum (WRP02XX),Yes,,Thursday 1:30 PM - 3:00 PM;Thursday 3:00 PM - 4:30 PM;Thursday 9:00 AM - 10:30 AM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,7,None
61,8/16/23 22:51:12,8/16/23 22:54:49,,Yes,3rd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 1:30 PM - 3:00 PM ;Wednesday 1:30 PM - 3:00 PM;Thursday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,1,remove WRP from the curriculum of 3rd and 4th years so we can focus on our professional courses or fix the bugs of powerapps and add more slots so we can book with no problem
62,8/16/23 22:49:43,8/16/23 22:54:49,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Applied Mathematics (Data Science Track),,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 4:30 PM - 6:00 PM;Friday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly disagree,1,"Invest more on the powerapps instead of the fixed schedules. I think most people had a problem with wrp last year because of booking traffic and powerapps always has technical issues. If not, then at least lessen the hours of wrp. Add afternoon cdf sessions because not everyone can afford to wake up that early. "
63,8/16/23 22:49:54,8/16/23 22:54:51,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;,Monday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;Friday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,2,"The new WRP system is not that clear and there are a lot of students that has a lot of conflicts with their time and schedules. Instead of 5x per week CDF, it should have been 5x booking of WRP in the powerapps so that the students can finish a lot faster. CDF everyday is nor accesible sa lahat ng students since some are uwian, may class ng 7:30am, and many more to consider. "
64,8/16/23 22:51:25,8/16/23 22:54:53,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;,Tuesday 10:30 AM - 12:00 PM;Monday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,2, 
65,8/16/23 22:49:53,8/16/23 22:54:59,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Thursday 9:00 AM - 10:30 AM;Tuesday 12:00 PM - 1:30 PM;Friday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,1,"For me as a nursing student na uwian lagi and ang umpisa ng klase ay 7:30 am at ang tapos naman ng klase ay 7:30 pm ng gabi it is not convenient for us na maying fixed ang schedule for wrp. Also, ang wrp ay hindi na dapat meron pag dating ng 3rd year to higher because they are more busy na. Honestly, I can not see the importance of this subject because of pag papahirap sa among mga estudyante. Please hear us. Hindi pa nag sisimula ang semester, wala. Pa sa kalagitnaan pero pagoda na kami. "
66,8/16/23 22:52:19,8/16/23 22:54:59,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Thursday 1:30 PM - 3:00 PM;Thursday 12:00 PM - 1:30 PM;Thursday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,I do hope that WRP will just be optional to 3rd year and 4th year
67,8/16/23 22:50:30,8/16/23 22:55:00,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2018 curriculum (WRP01XX),Yes,,Saturday 7:30 AM - 9:00 AM;Saturday 12:00 PM - 1:30 PM;Saturday 1:30 PM - 3:00 PM;,Strongly disagree,Strongly Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,1,"Lessen the hours for 3rd-5th year students. Or better, no more wrp for them. 

Bring back the old booking system by which the students can still book 3 wrp per week. "
68,8/16/23 22:52:23,8/16/23 22:55:01,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;Conflicting Schedule;,Wednesday 4:30 PM - 6:00 PM;Wednesday 3:00 PM - 4:30 PM;Wednesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,1,   
69,8/16/23 22:49:52,8/16/23 22:55:04,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;I am living far away from campus;,Thursday 4:30 PM - 6:00 PM;Friday 12:00 PM - 1:30 PM;Saturday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,2,"Lessen the required hours for 3rd to 5th year students. 

Provide MORE THAN ENOUGH online activities for students who have duty or internships. "
70,8/16/23 22:52:18,8/16/23 22:55:06,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;,Monday 7:30 AM - 9:00 AM ;Monday 9:00 AM - 10:30 AM;Tuesday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,1,please be considerate 
71,8/16/23 22:54:38,8/16/23 22:55:07,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,No,,,,,,,,,,,,,
72,8/16/23 22:51:34,8/16/23 22:55:15,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Friday 10:30 AM - 12:00 PM;Friday 12:00 PM - 1:30 PM;Wednesday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,1,Better to have a more than 3 bookings per week policy and have more walk in activities since the powerapps throughout the years have already been proved to be ineffective. 
73,8/16/23 22:53:08,8/16/23 22:55:16,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2018 curriculum (WRP01XX),Yes,,Friday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,1,Provide a clear system and guidelines. Be urgent in attending the needs of the students.
74,8/16/23 22:52:28,8/16/23 22:55:18,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;Lack of Information (Unclear Guidelines/Instructions);,Tuesday 9:00 AM - 10:30 AM;Tuesday 10:30 AM - 12:00 PM;Tuesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,n/a
75,8/16/23 22:50:06,8/16/23 22:55:21,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Tuesday 10:30 AM - 12:00 PM;Friday 10:30 AM - 12:00 PM;Saturday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,1,Unclear instructions regarding the minimum required hours. The instructions are still confusing. Walk-in CDFs are not always credited. Insufficient WRP activities. WRP is a burden for upper classmen (3rd year to 5th year). 'Wellness' in WRP is not achievable with the new system. 
76,8/16/23 22:52:25,8/16/23 22:55:22,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Monday 1:30 PM - 3:00 PM ;Tuesday 1:30 PM - 3:00 PM;Wednesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,1,They should just bring back the old system where we could book 3 activities in a week. 
77,8/16/23 22:50:49,8/16/23 22:55:24,,Yes,2nd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Hotel and Restaurant Management (Culinary Management Track),,No,Yes,2021 curriculum (WRP02XX),No,WALA PANG APP NUNG FIXED SCHED NAMIN SA PAG BOOK.;,Wednesday 9:00 AM - 10:30 AM;Wednesday 10:30 AM - 12:00 PM;Wednesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,4,"okay naman yung new fixed sched sa pag bobook. Pero sana 3 sessions pa rin yung pwede mong ibook. Kasi kung pipilitin mag cdf yung mga students, kawawa dito yung mga students na 2-3 hrs pa ang byahe. Lalo na’t sobrang aga mag start ng cdf sa morning. Okay din magka cdf for afternoon pero sana hindi na sa arh building, para hindi rin limited yung students na pwedeng maka attend sa afternoon session. "
78,8/16/23 22:50:33,8/16/23 22:55:28,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 1:30 PM - 3:00 PM ;,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,4,"Kindly reduce the hours needed to be completed especially for 3rd year and 4th year students since they have a heavier workload and busier schedule. Also, it is nice that there is a fixed schedule for WRP wherein it’s like a literal class already but please just reduce the hours. one session each for 14 weeks isn’t enough especially since there are inevitable events such as holidays, typhoons, etc. that are being scheduled the same day and time as our wrp class schedule so our bookings might be useless and we will be marked absent or excused. "
79,8/16/23 22:51:34,8/16/23 22:55:29,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;,Tuesday 3:00 PM - 4:30 PM;Monday 10:30 AM - 12:00 PM;Friday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Disagree,2,None 
80,8/16/23 22:52:12,8/16/23 22:55:29,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);,Tuesday 1:30 PM - 3:00 PM;Friday 1:30 PM - 3:00 PM;Friday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,1,"3rd, 4th, and 5th year students should at least have less wrp hours"
81,8/16/23 22:51:13,8/16/23 22:55:35,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Unable to choose a convenient slot because of Fixed Batch Enrollment ;,Monday 1:30 PM - 3:00 PM ;Wednesday 3:00 PM - 4:30 PM;Thursday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,"Return to the old WRP system, add cancellation feature"
82,8/16/23 22:50:17,8/16/23 22:55:41,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Limited Slots of Other Schedules;Lack of Information (Unclear Guidelines/Instructions);Insufficient amount of booking/ hours;,Thursday 10:30 AM - 12:00 PM;Friday 10:30 AM - 12:00 PM;Monday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,4,n/a
83,8/16/23 22:52:43,8/16/23 22:55:53,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 1:30 PM - 3:00 PM ;Monday 3:00 PM - 4:30 PM;Monday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,Offer a zumba class in the afternoon also from monday-friday. Allow students to have atleast 3 bookings per week through powerapps
84,8/16/23 22:51:51,8/16/23 22:55:55,,Yes,2nd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Limited Slots of Other Schedules;,Monday 12:00 PM - 1:30 PM;Tuesday 12:00 PM - 1:30 PM;Thursday 3:00 PM - 4:30 PM;,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,1,"Don't do a fixed schedule, back the old system where we can book 3x a week and open a non booking wrp sessions. Lastly, Reduce wrp subject to 3rd and 4th year be responsible! "
85,8/16/23 22:48:01,8/16/23 22:55:58,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Language and Literature Studies (Literature Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,There were no schedules shown on my PowerApps. I wasn't able to secure my slot this week.;,Tuesday 10:30 AM - 12:00 PM;Tuesday 9:00 AM - 10:30 AM;Tuesday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,6,n/a
